make,model,year,price,mileage,body_type,cylinders,transmission,fuel_type,color,location,description
toyota,land-cruiser,2006,450958.0,104439,SUV,6,Automatic Transmission,Diesel,Black, Dubai,"2006 toyota land-cruiser with Rear camera, Leather seats, Navigation system, Adaptive cruise control. Condition: Dented door."
lamborghini,urus,2005,1860731.0,161068,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2005 lamborghini urus with Rear camera, Leather seats, Sunroof. Condition: Accident history."
bmw,7-series,2021,269490.0,40684,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2021 bmw 7-series with Adaptive cruise control, Navigation system. Condition: Dented door."
bmw,x1,2009,147576.0,54981,SUV,4,Automatic Transmission,Gasoline,Brown, Dubai,"2009 bmw x1 with Sunroof, Rear camera, Leather seats. Condition: Accident history."
mercedes-benz,glc,2020,296125.0,48238,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz glc with Rear camera, Bluetooth. Condition: Engine repaired."
ferrari,599,2007,560100.0,254316,Sports Car,8,Automatic Transmission,Gasoline,Red, Dubai,"2007 ferrari 599 with Navigation system, Leather seats, Rear camera. Condition: Accident history."
lexus,is-series,2013,35454.0,55365,Hard Top Convertible,6,Automatic Transmission,Gasoline,Red, Dubai,"2013 lexus is-series with Rear camera, Adaptive cruise control. Condition: Dented door."
tesla,model-3,2015,181295.0,248062,Sedan,Unknown,Automatic Transmission,Electric,Black, Dubai,"2015 tesla model-3 with Bluetooth, Adaptive cruise control, Leather seats, Navigation system. Condition: No damage."
mercedes-benz,c-class,2019,125608.0,119984,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2019 mercedes-benz c-class with Adaptive cruise control, Sunroof. Condition: Accident history."
rolls-royce,cullinan,2024,2123638.0,154143,SUV,12,Automatic Transmission,Gasoline,Green, Dubai,"2024 rolls-royce cullinan with Sunroof, Leather seats. Condition: Accident history."
honda,odyssey,2022,19228.0,76524,Sedan,4,Automatic Transmission,Gasoline,Black,Sharjah,"2022 honda odyssey with Leather seats, Sunroof. Condition: Minor scratches."
audi,s8,2007,118748.0,80419,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2007 audi s8 with Navigation system, Sunroof, Adaptive cruise control, Rear camera. Condition: Dented door."
toyota,camry,2010,160269.0,157087,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2010 toyota camry with Adaptive cruise control, Navigation system, Bluetooth. Condition: Accident history."
land-rover,range-rover,2008,187288.0,256893,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 land-rover range-rover with Rear camera, Bluetooth, Leather seats, Sunroof. Condition: Minor scratches."
audi,s5rs5,2023,75406.0,146502,Sports Car,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 audi s5rs5 with Rear camera, Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
nissan,patrol,2024,97628.0,160914,Other,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2024 nissan patrol with Rear camera, Sunroof. Condition: Minor scratches."
mercedes-benz,a-class,2020,95522.0,241006,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz a-class with Rear camera, Sunroof, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
genesis,gv80,2012,257297.0,90754,SUV,6,Automatic Transmission,Gasoline,Green, Dubai,"2012 genesis gv80 with Bluetooth, Sunroof. Condition: Repainted bumper."
bmw,7-series,2015,540327.0,84867,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai,"2015 bmw 7-series with Adaptive cruise control, Bluetooth, Navigation system, Sunroof. Condition: Accident history."
mercedes-benz,e-class,2014,17788.0,180412,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2014 mercedes-benz e-class with Sunroof, Leather seats, Rear camera. Condition: Repainted bumper."
mercedes-benz,v-class,2019,450577.0,288514,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2019 mercedes-benz v-class with Rear camera, Bluetooth, Navigation system, Sunroof. Condition: Engine repaired."
jeep,wrangler,2011,114371.0,18801,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2011 jeep wrangler with Sunroof, Rear camera. Condition: Dented door."
nissan,altima,2017,41906.0,151323,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2017 nissan altima with Rear camera, Adaptive cruise control, Bluetooth. Condition: Accident history."
lexus,rx-series,2021,52528.0,216050,Crossover,6,Automatic Transmission,Gasoline,Silver, Dubai,"2021 lexus rx-series with Adaptive cruise control, Leather seats. Condition: Repainted bumper."
land-rover,range-rover-evoque,2019,79736.0,278148,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2019 land-rover range-rover-evoque with Adaptive cruise control, Bluetooth, Sunroof, Leather seats. Condition: No damage."
porsche,cayenne,2011,829810.0,289249,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai,"2011 porsche cayenne with Adaptive cruise control, Rear camera, Sunroof. Condition: Engine repaired."
peugeot,2008,2010,51933.0,120404,SUV,3,Automatic Transmission,Gasoline,Red, Dubai,"2010 peugeot 2008 with Sunroof, Rear camera. Condition: No damage."
mercedes-benz,e-class,2009,49606.0,49768,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2009 mercedes-benz e-class with Sunroof, Bluetooth, Adaptive cruise control, Leather seats. Condition: Repainted bumper."
cadillac,escalade,2005,208304.0,101134,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2005 cadillac escalade with Bluetooth, Leather seats, Navigation system. Condition: Repainted bumper."
audi,a6,2018,124747.0,80314,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2018 audi a6 with Leather seats, Adaptive cruise control, Sunroof, Bluetooth. Condition: Dented door."
chevrolet,silverado,2014,69388.0,273300,Pick Up Truck,8,Automatic Transmission,Gasoline,Red, Dubai,"2014 chevrolet silverado with Navigation system, Rear camera, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
mitsubishi,lancer,2008,18902.0,187563,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2008 mitsubishi lancer with Bluetooth, Navigation system, Rear camera. Condition: Repainted bumper."
lexus,gs-series,2007,58566.0,94953,Sedan,6,Automatic Transmission,Gasoline,Silver,Umm Al Qawain,"2007 lexus gs-series with Bluetooth, Leather seats, Navigation system. Condition: Engine repaired."
nissan,patrol,2016,200386.0,89411,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2016 nissan patrol with Adaptive cruise control, Rear camera, Leather seats, Sunroof. Condition: Repainted bumper."
mercedes-benz,slk-class,2008,26417.0,197310,Hard Top Convertible,4,Automatic Transmission,Gasoline,Red, Dubai,"2008 mercedes-benz slk-class with Leather seats, Sunroof. Condition: Accident history."
hyundai,elantra,2022,25736.0,283750,Coupe,4,Automatic Transmission,Gasoline,Brown, Dubai,"2022 hyundai elantra with Leather seats, Navigation system, Sunroof, Adaptive cruise control. Condition: Accident history."
volkswagen,golf,2014,27291.0,135095,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2014 volkswagen golf with Navigation system, Adaptive cruise control, Rear camera. Condition: Accident history."
mercedes-benz,s-class,2013,137638.0,87897,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2013 mercedes-benz s-class with Bluetooth, Rear camera, Sunroof. Condition: Dented door."
volkswagen,touareg,2010,53731.0,232203,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 volkswagen touareg with Navigation system, Sunroof. Condition: Engine repaired."
jeep,wrangler,2023,67084.0,127846,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2023 jeep wrangler with Sunroof, Bluetooth. Condition: No damage."
porsche,cayenne,2023,75500.0,201710,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 porsche cayenne with Sunroof, Bluetooth, Navigation system, Adaptive cruise control. Condition: Accident history."
toyota,rav-4,2006,47340.0,39026,SUV,4,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2006 toyota rav-4 with Adaptive cruise control, Sunroof. Condition: Accident history."
land-rover,range-rover,2008,171712.0,82330,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2008 land-rover range-rover with Adaptive cruise control, Leather seats, Bluetooth. Condition: No damage."
toyota,land-cruiser,2018,334132.0,23839,SUV,6,Automatic Transmission,Diesel,White, Dubai,"2018 toyota land-cruiser with Bluetooth, Rear camera, Navigation system. Condition: Accident history."
porsche,panamera,2007,85774.0,84820,Sedan,8,Automatic Transmission,Gasoline,Grey, Sharjah,"2007 porsche panamera with Leather seats, Rear camera, Adaptive cruise control, Sunroof. Condition: No damage."
toyota,rav-4,2014,27532.0,164349,SUV,4,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2014 toyota rav-4 with Navigation system, Bluetooth. Condition: Minor scratches."
mercedes-benz,cls-class,2009,94226.0,136325,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2009 mercedes-benz cls-class with Rear camera, Leather seats, Bluetooth, Sunroof. Condition: Repainted bumper."
mercedes-benz,c-class,2023,109098.0,41717,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz c-class with Leather seats, Adaptive cruise control, Sunroof. Condition: Dented door."
land-rover,range-rover-sport,2017,129436.0,53653,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2017 land-rover range-rover-sport with Sunroof, Adaptive cruise control, Rear camera. Condition: Dented door."
volkswagen,tiguan,2015,76639.0,72815,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2015 volkswagen tiguan with Rear camera, Navigation system. Condition: Dented door."
lamborghini,urus,2016,1626787.0,274247,SUV,8,Automatic Transmission,Gasoline,Green, Dubai,"2016 lamborghini urus with Sunroof, Leather seats, Adaptive cruise control. Condition: Dented door."
cadillac,ctscatera,2023,209175.0,190832,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 cadillac ctscatera with Navigation system, Sunroof, Adaptive cruise control. Condition: No damage."
gmc,yukon,2016,278095.0,255164,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 gmc yukon with Leather seats, Sunroof. Condition: Dented door."
nissan,patrol,2017,110451.0,82593,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 nissan patrol with Rear camera, Navigation system, Leather seats, Sunroof. Condition: Engine repaired."
ford,explorer,2007,89537.0,22928,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2007 ford explorer with Bluetooth, Rear camera. Condition: Engine repaired."
honda,civic,2006,19113.0,11956,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2006 honda civic with Rear camera, Sunroof, Bluetooth, Adaptive cruise control. Condition: Engine repaired."
lexus,es-series,2006,103215.0,50042,Sedan,6,Automatic Transmission,Gasoline,Black, Ras Al Khaimah,"2006 lexus es-series with Leather seats, Rear camera. Condition: Accident history."
lincoln,mkx,2021,97053.0,96093,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 lincoln mkx with Leather seats, Rear camera, Bluetooth. Condition: No damage."
nissan,sunny,2005,14105.0,197453,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan sunny with Navigation system, Leather seats, Sunroof, Bluetooth. Condition: Minor scratches."
peugeot,208,2021,27104.0,236049,Hatchback,4,Automatic Transmission,Gasoline,Red, Dubai,"2021 peugeot 208 with Bluetooth, Navigation system, Adaptive cruise control. Condition: No damage."
jaguar,f-type,2005,199696.0,41511,Soft Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai,"2005 jaguar f-type with Navigation system, Rear camera, Leather seats, Adaptive cruise control. Condition: Accident history."
land-rover,range-rover-velar,2022,283487.0,202797,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2022 land-rover range-rover-velar with Adaptive cruise control, Navigation system, Leather seats, Sunroof. Condition: Minor scratches."
ford,explorer,2009,60761.0,269482,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2009 ford explorer with Bluetooth, Navigation system, Rear camera, Adaptive cruise control. Condition: Engine repaired."
mazda,cx-5,2006,110913.0,100367,SUV,4,Automatic Transmission,Gasoline,Red, Dubai,"2006 mazda cx-5 with Leather seats, Rear camera, Bluetooth. Condition: Dented door."
toyota,prado,2005,42415.0,269777,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 toyota prado with Bluetooth, Navigation system, Sunroof. Condition: No damage."
gmc,yukon,2015,256277.0,129073,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 gmc yukon with Adaptive cruise control, Rear camera. Condition: Dented door."
porsche,boxster,2023,253848.0,101963,Soft Top Convertible,4,Automatic Transmission,Gasoline,Silver, Dubai,"2023 porsche boxster with Navigation system, Sunroof, Leather seats. Condition: Engine repaired."
nissan,patrol,2019,319079.0,216229,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2019 nissan patrol with Adaptive cruise control, Sunroof, Navigation system, Rear camera. Condition: Engine repaired."
mercedes-benz,c-class,2011,82602.0,192680,Coupe,4,Automatic Transmission,Gasoline,Blue, Dubai,"2011 mercedes-benz c-class with Rear camera, Adaptive cruise control, Leather seats. Condition: Accident history."
bmw,6-series,2014,54826.0,147920,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2014 bmw 6-series with Rear camera, Leather seats, Sunroof, Adaptive cruise control. Condition: Minor scratches."
volkswagen,jetta,2022,21959.0,108879,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2022 volkswagen jetta with Adaptive cruise control, Navigation system, Leather seats, Rear camera. Condition: Repainted bumper."
bmw,2-series,2020,80878.0,111087,Hard Top Convertible,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 bmw 2-series with Sunroof, Bluetooth. Condition: Minor scratches."
toyota,corolla,2007,31309.0,121199,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2007 toyota corolla with Adaptive cruise control, Bluetooth, Navigation system, Rear camera. Condition: Dented door."
volkswagen,gti,2007,60501.0,200852,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2007 volkswagen gti with Navigation system, Sunroof. Condition: No damage."
mercedes-benz,gls-class,2022,1125812.0,189377,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz gls-class with Bluetooth, Leather seats, Navigation system, Rear camera. Condition: Repainted bumper."
mercedes-benz,c-class,2024,357122.0,134957,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2024 mercedes-benz c-class with Leather seats, Navigation system, Bluetooth, Adaptive cruise control. Condition: No damage."
mitsubishi,l200,2011,43578.0,92801,Pick Up Truck,4,Manual Transmission,Gasoline,White, Sharjah,"2011 mitsubishi l200 with Bluetooth, Sunroof, Adaptive cruise control. Condition: No damage."
volvo,xc60,2013,51961.0,30773,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2013 volvo xc60 with Leather seats, Navigation system, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
toyota,scion,2016,14593.0,282093,Coupe,4,Automatic Transmission,Gasoline,White, Dubai,"2016 toyota scion with Rear camera, Leather seats. Condition: Engine repaired."
land-rover,range-rover-sport,2007,36542.0,284227,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 land-rover range-rover-sport with Adaptive cruise control, Leather seats, Bluetooth, Rear camera. Condition: Engine repaired."
ford,ecosport,2009,38954.0,36808,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2009 ford ecosport with Adaptive cruise control, Leather seats. Condition: Minor scratches."
gmc,yukon,2015,366297.0,137552,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 gmc yukon with Adaptive cruise control, Bluetooth, Sunroof. Condition: Engine repaired."
gmc,yukon,2014,299991.0,161036,SUV,8,Automatic Transmission,Diesel,White, Dubai,"2014 gmc yukon with Adaptive cruise control, Navigation system. Condition: Engine repaired."
bmw,x1,2016,117580.0,132754,SUV,4,Automatic Transmission,Gasoline,Brown, Dubai,"2016 bmw x1 with Navigation system, Adaptive cruise control. Condition: Accident history."
bmw,7-series,2015,431863.0,187344,Sedan,12,Automatic Transmission,Gasoline,Blue, Dubai,"2015 bmw 7-series with Sunroof, Leather seats, Navigation system. Condition: Repainted bumper."
porsche,cayman,2019,171972.0,180193,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai,"2019 porsche cayman with Leather seats, Sunroof, Rear camera, Adaptive cruise control. Condition: Engine repaired."
ford,edge,2015,90263.0,141966,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2015 ford edge with Sunroof, Leather seats, Navigation system. Condition: Minor scratches."
toyota,land-cruiser,2015,380952.0,11657,SUV,6,Automatic Transmission,Diesel,Black, Dubai,"2015 toyota land-cruiser with Sunroof, Navigation system, Leather seats. Condition: No damage."
bmw,3-series,2020,46760.0,115786,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw 3-series with Rear camera, Leather seats, Adaptive cruise control. Condition: Engine repaired."
volkswagen,id4,2017,100377.0,60864,SUV,Unknown,Automatic Transmission,Electric,Blue, Dubai,"2017 volkswagen id4 with Leather seats, Rear camera. Condition: Dented door."
nissan,patrol,2011,288259.0,13925,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2011 nissan patrol with Sunroof, Bluetooth, Rear camera, Navigation system. Condition: No damage."
ford,edge,2021,19464.0,187512,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 ford edge with Leather seats, Bluetooth. Condition: Dented door."
dodge,charger,2009,81170.0,15609,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2009 dodge charger with Leather seats, Navigation system, Sunroof. Condition: Dented door."
mitsubishi,montero-sport,2020,59430.0,35046,Crossover,6,Automatic Transmission,Gasoline,White, Sharjah,"2020 mitsubishi montero-sport with Adaptive cruise control, Bluetooth, Rear camera, Navigation system. Condition: Repainted bumper."
mercedes-benz,c-class,2015,216190.0,55054,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2015 mercedes-benz c-class with Leather seats, Sunroof, Adaptive cruise control. Condition: Minor scratches."
kia,rio,2024,60265.0,120324,Hatchback,4,Automatic Transmission,Gasoline,White,Sharjah,"2024 kia rio with Bluetooth, Leather seats, Sunroof, Adaptive cruise control. Condition: Minor scratches."
toyota,land-cruiser,2010,248553.0,270911,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2010 toyota land-cruiser with Leather seats, Bluetooth, Navigation system, Adaptive cruise control. Condition: No damage."
jeep,grand-cherokee,2012,69055.0,222171,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2012 jeep grand-cherokee with Bluetooth, Sunroof, Navigation system, Adaptive cruise control. Condition: Engine repaired."
dodge,challenger,2010,35041.0,274543,Sports Car,6,Automatic Transmission,Gasoline,Black, Dubai,"2010 dodge challenger with Adaptive cruise control, Rear camera, Sunroof. Condition: Accident history."
bmw,6-series,2006,82578.0,70747,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2006 bmw 6-series with Sunroof, Navigation system. Condition: No damage."
ford,figo,2006,19401.0,150847,Hatchback,4,Automatic Transmission,Gasoline,Silver, Dubai,"2006 ford figo with Leather seats, Sunroof, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
rolls-royce,cullinan,2022,2174620.0,166763,SUV,12,Automatic Transmission,Gasoline,White, Dubai,"2022 rolls-royce cullinan with Rear camera, Navigation system. Condition: Repainted bumper."
mercedes-benz,gle-coupe,2022,627200.0,134047,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz gle-coupe with Navigation system, Sunroof. Condition: Repainted bumper."
porsche,panamera,2008,106438.0,120274,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2008 porsche panamera with Sunroof, Navigation system, Adaptive cruise control, Bluetooth. Condition: Dented door."
audi,s8,2020,136708.0,146387,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2020 audi s8 with Rear camera, Bluetooth, Sunroof, Adaptive cruise control. Condition: Accident history."
land-rover,range-rover-sport,2007,55579.0,102715,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2007 land-rover range-rover-sport with Leather seats, Sunroof, Adaptive cruise control, Bluetooth. Condition: Dented door."
bmw,5-series,2012,71271.0,240851,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2012 bmw 5-series with Leather seats, Navigation system, Adaptive cruise control, Sunroof. Condition: No damage."
nissan,sunny,2005,28073.0,175937,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan sunny with Leather seats, Sunroof, Rear camera. Condition: Dented door."
mercedes-benz,e-class,2014,151410.0,239350,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2014 mercedes-benz e-class with Adaptive cruise control, Sunroof. Condition: No damage."
mercedes-benz,s-class,2014,27113.0,51277,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2014 mercedes-benz s-class with Bluetooth, Leather seats, Adaptive cruise control, Rear camera. Condition: No damage."
nissan,patrol,2005,434706.0,54468,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2005 nissan patrol with Bluetooth, Navigation system. Condition: Accident history."
bmw,1-series,2024,85346.0,16232,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2024 bmw 1-series with Navigation system, Bluetooth, Sunroof, Rear camera. Condition: Accident history."
toyota,rush,2019,63929.0,289272,SUV,4,Automatic Transmission,Gasoline,Red, Dubai,"2019 toyota rush with Sunroof, Rear camera, Leather seats, Adaptive cruise control. Condition: Accident history."
chevrolet,camaro,2008,66015.0,271120,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2008 chevrolet camaro with Adaptive cruise control, Sunroof, Bluetooth. Condition: No damage."
ford,mustang,2013,72561.0,234717,Sports Car,4,Automatic Transmission,Gasoline,Green, Dubai,"2013 ford mustang with Rear camera, Bluetooth. Condition: Repainted bumper."
mercedes-benz,slk-class,2020,28369.0,192806,Hard Top Convertible,4,Automatic Transmission,Gasoline,Silver, Dubai,"2020 mercedes-benz slk-class with Sunroof, Navigation system. Condition: Accident history."
lincoln,mkx,2021,46936.0,229991,SUV,6,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2021 lincoln mkx with Adaptive cruise control, Sunroof, Navigation system, Rear camera. Condition: Minor scratches."
mitsubishi,pajero,2012,65908.0,242815,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2012 mitsubishi pajero with Navigation system, Rear camera. Condition: Dented door."
porsche,taycan,2006,830790.0,255688,Sports Car,Unknown,Automatic Transmission,Electric,White, Dubai,"2006 porsche taycan with Navigation system, Sunroof, Leather seats. Condition: Accident history."
ferrari,488-gtb,2016,690224.0,259100,Sports Car,8,Automatic Transmission,Gasoline,Orange, Dubai,"2016 ferrari 488-gtb with Rear camera, Navigation system, Sunroof. Condition: Dented door."
land-rover,range-rover,2014,128113.0,168059,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2014 land-rover range-rover with Leather seats, Bluetooth, Sunroof. Condition: No damage."
mercedes-benz,cla,2012,83001.0,180804,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2012 mercedes-benz cla with Rear camera, Bluetooth, Adaptive cruise control, Sunroof. Condition: Minor scratches."
bentley,continental,2018,433761.0,257171,Sports Car,8,Automatic Transmission,Gasoline,White, Dubai,"2018 bentley continental with Sunroof, Bluetooth, Navigation system, Adaptive cruise control. Condition: Engine repaired."
chevrolet,impala,2020,36410.0,204568,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2020 chevrolet impala with Leather seats, Bluetooth. Condition: Dented door."
mitsubishi,pajero,2007,54612.0,66191,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2007 mitsubishi pajero with Adaptive cruise control, Sunroof. Condition: No damage."
porsche,cayenne,2019,385086.0,73732,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2019 porsche cayenne with Navigation system, Leather seats, Adaptive cruise control, Bluetooth. Condition: No damage."
bmw,4-series,2020,356957.0,249564,Soft Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2020 bmw 4-series with Navigation system, Adaptive cruise control, Sunroof. Condition: Minor scratches."
land-rover,range-rover,2009,166262.0,79624,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 land-rover range-rover with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
porsche,macan,2010,294952.0,241609,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2010 porsche macan with Bluetooth, Rear camera, Adaptive cruise control, Sunroof. Condition: No damage."
jaguar,xe,2007,96053.0,174158,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2007 jaguar xe with Bluetooth, Sunroof, Leather seats. Condition: No damage."
ford,explorer,2015,36279.0,130785,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2015 ford explorer with Bluetooth, Rear camera. Condition: Accident history."
mini,clubman,2021,131035.0,42089,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2021 mini clubman with Bluetooth, Navigation system. Condition: No damage."
mitsubishi,outlander,2017,77357.0,39467,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2017 mitsubishi outlander with Rear camera, Bluetooth, Navigation system. Condition: No damage."
lamborghini,urus,2017,1059765.0,140724,Sports Car,8,Automatic Transmission,Gasoline,White, Dubai,"2017 lamborghini urus with Rear camera, Bluetooth, Leather seats. Condition: Repainted bumper."
toyota,rav-4,2006,77864.0,264342,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2006 toyota rav-4 with Bluetooth, Rear camera. Condition: Dented door."
toyota,land-cruiser,2018,36690.0,51356,SUV,6,Automatic Transmission,Gasoline,Silver, Ras Al Khaimah,"2018 toyota land-cruiser with Bluetooth, Sunroof, Leather seats, Rear camera. Condition: Accident history."
toyota,yaris,2015,42940.0,199262,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2015 toyota yaris with Sunroof, Rear camera, Navigation system. Condition: No damage."
porsche,cayenne,2011,55384.0,161360,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2011 porsche cayenne with Rear camera, Sunroof, Navigation system, Leather seats. Condition: Minor scratches."
toyota,prado,2019,151671.0,69481,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 toyota prado with Bluetooth, Sunroof, Navigation system, Leather seats. Condition: Dented door."
jeep,wrangler-unlimited,2007,144077.0,192274,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2007 jeep wrangler-unlimited with Adaptive cruise control, Navigation system. Condition: Accident history."
mercedes-benz,cls-class,2021,280913.0,54547,Coupe,6,Automatic Transmission,Gasoline,Blue, Dubai,"2021 mercedes-benz cls-class with Navigation system, Leather seats. Condition: Minor scratches."
mercedes-benz,g-class,2020,960165.0,143863,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 mercedes-benz g-class with Rear camera, Leather seats, Adaptive cruise control, Navigation system. Condition: Accident history."
jeep,wrangler-unlimited,2020,82221.0,135037,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 jeep wrangler-unlimited with Leather seats, Adaptive cruise control, Navigation system, Rear camera. Condition: Engine repaired."
ford,van,2022,62116.0,123084,Van,4,Automatic Transmission,Gasoline,White, Dubai,"2022 ford van with Rear camera, Adaptive cruise control. Condition: Engine repaired."
bmw,4-series,2005,116796.0,286677,Hard Top Convertible,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 bmw 4-series with Adaptive cruise control, Leather seats. Condition: Engine repaired."
jaguar,xj-series,2015,51464.0,145402,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2015 jaguar xj-series with Navigation system, Sunroof. Condition: Repainted bumper."
toyota,yaris,2015,19286.0,83327,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah,"2015 toyota yaris with Rear camera, Leather seats, Sunroof, Adaptive cruise control. Condition: Repainted bumper."
